"id","name","applicability"
"acc_tag_058","058 - Vrijednosno usklađenje ulaganja u nekretnine","accounts"
"acc_tag_059","059 - Akumulirana amortizacija ulaganja u građevine","accounts"
"acc_tag_06","06 - DUGOTRAJNA FINANCIJSKA IMOVINA (s povratom dužim od jedne godine)","accounts"
"acc_tag_060","060 - Udjeli (dionice) kod povezanih poduzetnika (s više od 20% udjela)","accounts"
"acc_tag_061","061 - Dani zajmovi povezanim poduzetnicima (analitika po društvima u kojima se ima više od 20% udjela)","accounts"
"acc_tag_062","062 - Sudjelujući interesi (udjeli)","accounts"
"acc_tag_063","063 - Zajmovi dani poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela u T.K.)","accounts"
"acc_tag_064","064 - Ulaganja u vrijednosne papire (dugotrajne)","accounts"
"acc_tag_065","065 - Dani zajmovi, depoziti i sl.","accounts"
"acc_tag_0650","0650 - Dani dugotrajni zajmovi","accounts"
"acc_tag_0651","0651 - Depoziti dugotrajni","accounts"
"acc_tag_0652","0652 - Kaucije i kapare","accounts"
"acc_tag_066","066 - Ulaganja koja se obračunavaju metodom udjela","accounts"
"acc_tag_067","067 - Ostala dugotrajna financijska imovina","accounts"
"acc_tag_068","068 - Vrijednosno usklađenje financijske imovine - dugotrajne (analitika prema oblicima imovine u usklađenju)","accounts"
"acc_tag_069","069 - Nezarađene kamate u kreditima i sl.","accounts"
"acc_tag_07","07 - POTRAŽIVANJA (dulja od jedne godine)","accounts"
"acc_tag_070","070 - Potraživanja od povezanih poduzetnika","accounts"
"acc_tag_071","071 - Potraživanja s osnove prodaje na kredit","accounts"
"acc_tag_072","072 - Potraživanja iz faktoringa","accounts"
"acc_tag_073","073 - Potraživanja za jamčevine","accounts"
"acc_tag_074","074 - Potraživanja u sporu i rizična potraživanja","accounts"
"acc_tag_075","075 - Potraživanja za predujmove za usluge","accounts"
"acc_tag_076","076 - Ostala potraživanja - dugotrajna","accounts"
"acc_tag_078","078 - Vrijednosno usklađivanje dugotrajnih potraživanja","accounts"
"acc_tag_079","079 - Potraživanja za nezarađenu kamatu","accounts"
"acc_tag_08","08 - ODGOĐENA POREZNA IMOVINA","accounts"
"acc_tag_080","080 - Odgođena privremena razlika poreza na dobitak (analitika po godinama)","accounts"
"acc_tag_081","081 - Ostala odgođena porezna imovina","accounts"
"acc_tag_1","1 - NOVAC, KRATKOTRAJNA FINANCIJSKA IMOVINA, KRATKOTRAJNA POTRAŽIVANJA, TROŠKOVI I PRIHOD BUDUĆEG RAZDOBLJA","accounts"
"acc_tag_10","10 - NOVAC U BANKAMA I BLAGAJNAMA","accounts"
"acc_tag_100","100 - Transakcijski računi u bankama","accounts"
"acc_tag_101","101 - Otvoreni akreditiv u domaćoj banci","accounts"
"acc_tag_102","102 - Blagajne","accounts"
"acc_tag_103","103 - Devizni računi","accounts"
"acc_tag_104","104 - Otvoreni akreditiv u stranim valutama","accounts"
"acc_tag_105","105 - Devizna blagajna","accounts"
"acc_tag_106","106 - Novac za kupnju deviza","accounts"
"acc_tag_108","108 - Ostala novčana sredstva","accounts"
"acc_tag_109","109 - Vrijednosno usklađenje depozita u bankama","accounts"
"acc_tag_11","11 - KRATKOTRAJNA FINANCIJSKA IMOVINA (do jedne godine)","accounts"
"acc_tag_110","110 - Udjeli (dionice) u povezanim poduzetnicima","accounts"
"acc_tag_111","111 - Dani zajmovi povezanim poduzetnicima","accounts"
"acc_tag_112","112 - Sudjelujući interesi (udjeli)","accounts"
"acc_tag_113","113 - Zajmovi dani poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)","accounts"
"acc_tag_114","114 - Ulaganja u vrijednosne papire","accounts"
"acc_tag_1141","1141 - Mjenice","accounts"
"acc_tag_115","115 - Dani zajmovi, depoziti i sl.","accounts"
"acc_tag_1150","1150 - Dani kratkotrajni zajmovi","accounts"
"acc_tag_1151","1151 - Depoziti (do jedne godine)","accounts"
"acc_tag_1152","1152 - Kaucije i jamčevine (do jedne godine)","accounts"
"acc_tag_116","116 - Potraživanja iz ulaganja u investicijske fondove","accounts"
"acc_tag_117","117 - Ostala financijska imovina","accounts"
"acc_tag_118","118 - Potraživanja u sporu (npr. utužena, u stečaju i sl. iz fin. imovine)","accounts"
"acc_tag_119","119 - Vrijednosno usklađivanje financijske imovine - kratkotrajne (analitika po otpisima iz ove skupine računa)","accounts"
"acc_tag_12","12 - POTRAŽIVANJA (KRATKOTRAJNA)","accounts"
"acc_tag_120","120 - Potraživanja od kupaca","accounts"
"acc_tag_121","121 - Kupci iz EU i inozemstva","accounts"
"acc_tag_122","122 - Potraživanja od povezanih poduzetnika (s više od 20% udjela - ovisni poduzet.)","accounts"
"acc_tag_123","123 - Potraživanja od sudjelujućih poduzetnika (u kojima se drži manje od 20% udjela)","accounts"
"acc_tag_124","124 - Potraživanja za kamate","accounts"
"acc_tag_125","125 - Potraživanja za predujmove za usluge (koje nisu u svezi sa zalihama i dugotr. imov.)","accounts"
"acc_tag_126","126 - Potraživanja iz vanjskotrgovačkog poslovanja (s osnove uvoza odnosno izvoza za tuđi račun)","accounts"
"acc_tag_127","127 - Potraživanja s osnove ostalih aktivnosti","accounts"
"acc_tag_128","128 - Ostala kratkoročna potraživanja","accounts"
"acc_tag_129","129 - Vrijednosno usklađenje potraživanja","accounts"
"acc_tag_13","13 - POTRAŽIVANJA OD ZAPOSLENIH I OSTALA POTRAŽIVANJA (kratkotrajna)","accounts"
"acc_tag_130","130 - Potraživanja od zaposlenih","accounts"
"acc_tag_131","131 - Potraživanja od vanjskih suradnika","accounts"
"acc_tag_133","133 - Potraživanja od članova poduzetnika","accounts"
"acc_tag_134","134 - Potraživanja u sporu i rizična potraživanja (iz skupine 12 i 13)","accounts"
"acc_tag_135","135 - Potraživanja za sredstva u slobodnoj zoni","accounts"
"acc_tag_136","136 - Potraživanja za prodaju na potrošački kredit","accounts"
"acc_tag_137","137 - Potraživanja od poslovnih jedinica u inozemstvu","accounts"
"acc_tag_138","138 - Ostala poslovna potraživanja","accounts"
"acc_tag_139","139 - Vrijednosno usklađenje potraživanja od zaposlenih članova društva i ostalih potraživanja","accounts"
"acc_tag_14","14 - POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","accounts"
"acc_tag_140","140 - Porez na dodanu vrijednost","accounts"
"acc_tag_1400","1400 - Pretporez po primljenim isporukama i predujmovima u RH","accounts"
"acc_tag_14001","14001 - Pretporez po ulaznim računima","accounts"
"acc_tag_14002","14002 - Pretporez iz predujmova","accounts"
"acc_tag_14003","14003 - Ispravci pretporeza","accounts"
"acc_tag_1401","1401 - Pretporez iz prenesene porezne obveze u tuzemstvu - 25%","accounts"
"acc_tag_1402","1402 - Pretporez od stjecanja dobara unutar EU","accounts"
"acc_tag_1403","1403 - Pretporez od primljenih usluga iz EU","accounts"
"acc_tag_1404","1404 - Pretporez od primljenih isporuka dobara i usluga od poreznih obveznika bez sjedišta u RH","accounts"
"acc_tag_1405","1405 - PDV pri uvozu dobara","accounts"
"acc_tag_1407","1407 - Potraživanja za razliku većeg pretporeza od obveza","accounts"
"acc_tag_1408","1408 - Pretporez koji još nije moguće priznati","accounts"
"acc_tag_1409","1409 - Pretporez u drugim zemljama u kojima je porezni obveznik registriran za potrebe PDV-a (moguća analitika po zemljama)","accounts"
"acc_tag_141","141 - Potraživanja za porez i prirez na dohodak iz plaća i drugih primanja","accounts"
"acc_tag_142","142 - Potraživanja za više plaćene doprinose iz plaća i na plaće","accounts"
"acc_tag_143","143 - Potraživanja za porez na dobitak i po odbitku","accounts"
"acc_tag_144","144 - Potraživanja za posebne poreze (akcize - trošarine) i dr. poreze od države","accounts"
"acc_tag_145","145 - Potraživanja za plaćenu članarinu turističkim zajed.","accounts"
"acc_tag_146","146 - Potraživanja za članarine komori (HGK ili HOK)","accounts"
"acc_tag_147","147 - Potraživanja za carinu i više plaćene carinske pristojbe","accounts"
"acc_tag_148","148 - Potraživanja za županijski i općinski (gradski) porez","accounts"
"acc_tag_149","149 - Potraživanja za ostale nespomenute poreze, doprinose, takse i pristojbe","accounts"
"acc_tag_15","15 - OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","accounts"
"acc_tag_150","150 - Potraživanje za nadoknade bolovanja od HZZO","accounts"
"acc_tag_151","151 - Potraživanja od mirovinskog osiguranja","accounts"
"acc_tag_152","152 - Potraživanja od lokalne samouprave","accounts"
"acc_tag_153","153 - Potraživ. za regrese, premije, stimulac. i držav. potpore","accounts"
"acc_tag_154","154 - Potraživanje od Fonda za otkupljenu ambalažu","accounts"
"acc_tag_155","155 - Ostala potraživanja od državnih institucija","accounts"
"acc_tag_159","159 - Vrijednosno usklađenje potraživanja od države i drugih institucija","accounts"
"acc_tag_19","19 - PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI PRIHODI","accounts"
"acc_tag_190","190 - Unaprijed plaćeni troškovi","accounts"
"acc_tag_191","191 - Obračunani prihodi (budućeg razdoblja)","accounts"
"acc_tag_192","192 - Unaprijed plaćeni ovisni troškovi nabave (koji nisu na 651)","accounts"
"acc_tag_193","193 - Troškovi kamata iz budućeg razdoblja","accounts"
"acc_tag_194","194 - Unaprijed plaćeni troškovi koncesija (za razdoblje do 12 mj.)","accounts"
"acc_tag_195","195 - Unaprijed plaćene franšize, trgovačko znakovlje, prava i sl. (do 12 mj.)","accounts"
"acc_tag_196","196 - Unaprijed plaćene licencije i patenti (do 12 mj.)","accounts"
"acc_tag_197","197 - Derivativ - instrument zaštite (MRS 39. t. 71.)","accounts"
"acc_tag_199","199 - Ostali plaćeni troškovi budućeg razdoblja","accounts"
"acc_tag_2","2 - KRATKOROČNE I DUGOROČNE OBVEZE, DUGOROČNA REZERVIRANJA, ODGOĐENA PLAĆANJA I PRIHODI BUDUĆEG RAZDOBLJA","accounts"
"acc_tag_20","20 - KRATKOROČNE OBVEZE PREMA POVEZANIM PODUZETNICIMA I S OSNOVE UDJELA U REZULTATU (do jedne godine)","accounts"
"acc_tag_200","200 - Obveze prema povezanim poduzetnicima","accounts"
"acc_tag_201","201 - Obveze s osnove udjela u rezultatu","accounts"
"acc_tag_21","21 - KRATKOROČNE FINANCIJSKE OBVEZE","accounts"
"acc_tag_210","210 - Obveze za izdane čekove","accounts"
"acc_tag_211","211 - Obveze za izdane mjenice","accounts"
"acc_tag_212","212 - Obveze po izdanim vrijednosnim papirima","accounts"
"acc_tag_213","213 - Obveze prema poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)","accounts"
"acc_tag_214","214 - Obveze s osnove zajmova, depozita i sl.","accounts"
"acc_tag_215","215 - Obveze prema bankama i drugim financijskim institucijama","accounts"
"acc_tag_216","216 - Obveze prema izdavateljima kreditnih kartica (analitika prema kartičarima)","accounts"
"acc_tag_217","217 - Obveze iz eskontnih poslova","accounts"
"acc_tag_218","218 - Obveze s osnove dugotrajne imovine namijenjene prodaji (analitika prema izvorima)","accounts"
"acc_tag_22","22 - OBVEZE PREMA DOBAVLJAČIMA, ZA PREDUJMOVE I OSTALE OBVEZE","accounts"
"acc_tag_220","220 - Obveze prema dobavljačima u zemlji (analitika prema dobavljačima)","accounts"
"acc_tag_221","221 - Dobavljači iz EU i inozemstva (analitika prema dobavljačima)","accounts"
"acc_tag_222","222 - Dobavljači fizičke osobe","accounts"
"acc_tag_223","223 - Dobavljači komunalnih usluga","accounts"
"acc_tag_224","224 - Obveze za nefakturirane a preuzete isporuke robe i usluge","accounts"
"acc_tag_225","225 - Obveze za predujmove","accounts"
"acc_tag_23","23 - OBVEZE PREMA ZAPOSLENIMA I OSTALE OBVEZE","accounts"
"acc_tag_230","230 - Obveze prema zaposlenicima","accounts"
"acc_tag_2306","2306 - Obveze za obustave iz neto-plaća i nadoknada plaća","accounts"
"acc_tag_231","231 - Kratkoročne obveze iz nabava i potpora","accounts"
"acc_tag_232","232 - Obveze za kamate (analitika prema dužnicima i vrstama obveza prema nepovezanim društvima)","accounts"
"acc_tag_233","233 - Obveze po obračunu prodanih dobara primljenih u komisiju ili konsignaciju","accounts"
"acc_tag_234","234 - Obveze prema osiguravajućim društvima","accounts"
"acc_tag_235","235 - Obveze iz poslovanja u slobodnoj zoni","accounts"
"acc_tag_236","236 - Obveze iz vanjskotrgovačkog poslovanja","accounts"
"acc_tag_237","237 - Obveze prema poslovnim jedinicama u inozemstvu","accounts"
"acc_tag_238","238 - Obveze iz stjecanja udjela","accounts"
"acc_tag_239","239 - Ostale kratkoročne obveze","accounts"
"acc_tag_24","24 - KRATKOROČNE OBVEZE ZA POREZE, DOPRINOSE I SLIČNA DAVANJA","accounts"
"acc_tag_240","240 - Obveze za porez na dodanu vrijednost","accounts"
"acc_tag_2400","2400 - Obveze za PDV","accounts"
"acc_tag_24001","24001 - Obveza za PDV po isporukama","accounts"
"acc_tag_24002","24002 - Obveza za PDV za primljene predujmove","accounts"
"acc_tag_24003","24003 - Obveza za PDV po nezaračunanim isporukama","accounts"
"acc_tag_2401","2401 - Obveza za PDV iz prenesene porezne obveze iz tuzemstva - 25%","accounts"
"acc_tag_2402","2402 - Obveze za PDV za stjecanje dobara iz EU","accounts"
"acc_tag_2403","2403 - Obveze za PDV za primljene usluge iz EU","accounts"
"acc_tag_2404","2404 - Obveza PDV-a od poreznih obveznika bez sjedišta u RH","accounts"
"acc_tag_241","241 - Obveze za porez i prirez na dohodak","accounts"
"acc_tag_242","242 - Obveze za doprinose za osiguranja","accounts"
"acc_tag_2427","2427 - Doprinosi za osiguranja na druge dohotke","accounts"
"acc_tag_243","243 - Obveze za porez na dobitak, dohodak od kapitala i porez po odbitku","accounts"
"acc_tag_244","244 - Obveze za posebne poreze (trošarine - akcize) i dr. poreze državi","accounts"
"acc_tag_245","245 - Obveze za članarinu turističkim zajednicama","accounts"
"acc_tag_246","246 - Obveze za članarinu komori","accounts"
"acc_tag_247","247 - Obveze za carinu i carinske pristojbe","accounts"
"acc_tag_248","248 - Obveze za županijske (gradske) i općinske poreze","accounts"
"acc_tag_249","249 - Ostale obveze javnih davanja","accounts"
"acc_tag_25","25 - DUGOROČNE OBVEZE (za duže od jedne godine)","accounts"
"acc_tag_250","250 - Obveze prema povezanim poduzetnicima","accounts"
"acc_tag_251","251 - Obveze za zajmove, depozite i sl.","accounts"
"acc_tag_252","252 - Obveze prema bankama i dr. financijskim institucijama","accounts"
"acc_tag_253","253 - Dugoročne obveze iz financijskog lizinga","accounts"
"acc_tag_254","254 - Obveze za predujmove","accounts"
"acc_tag_255","255 - Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)","accounts"
"acc_tag_256","256 - Obveze po vrijednosnim papirima (dugoročnim)","accounts"
"acc_tag_257","257 - Obveze prema poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)","accounts"
"acc_tag_258","258 - Obveze prema Državi (realizirana jamstva, krediti)","accounts"
"acc_tag_259","259 - Ostale dugoročne obveze","accounts"
"acc_tag_26","26 - ODGOĐENI POREZI","accounts"
"acc_tag_260","260 - Odgođena porezna obveza","accounts"
"acc_tag_28","28 - DUGOROČNA REZERVIRANJA ZA RIZIKE I TROŠKOVE","accounts"
"acc_tag_280","280 - Rezerviranja za otpremnine i mirovine","accounts"
"acc_tag_281","281 - Rezerviranja za porezne obveze","accounts"
"acc_tag_282","282 - Druga rezerviranja","accounts"
"acc_tag_29","29 - ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","accounts"
"acc_tag_290","290 - Odgođeno plaćanje troškova","accounts"
"acc_tag_291","291 - Obračunani troškovi korištenih prava","accounts"
"acc_tag_292","292 - Obračunani troškovi nabave dobara","accounts"
"acc_tag_293","293 - Obračunani prihodi budućeg razdoblja","accounts"
"acc_tag_294","294 - Odgođeno priznavanje prihoda iz državnih potpora (HSFI t. 15.37 i MRS 20, t. 12. i 24.)","accounts"
"acc_tag_295","295 - Odgođeno priznavanje prihoda","accounts"
"acc_tag_296","296 - Odgođeni prihod s osnove nefakturiranih isporuka dobara i usluga","accounts"
"acc_tag_297","297 - Nerealizirani dobitci iz financijske imovine (HSFI 9 i MRS 39)","accounts"
"acc_tag_298","298 - Rezerviranje troška za neiskorištene godišnje odmore","accounts"
"acc_tag_299","299 - Ostala pasivna vremenska razgraničenja","accounts"
"acc_tag_3","3 - ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I SITNOG INVENTARA","accounts"
"acc_tag_30","30 - OBRAČUN TROŠKOVA KUPNJE ZALIHA","accounts"
"acc_tag_300","300 - Kupovna cijena dobavljača","accounts"
"acc_tag_301","301 - Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","accounts"
"acc_tag_302","302 - Carina i druge uvozne pristojbe","accounts"
"acc_tag_303","303 - Posebni porezi (trošarine) koji se ne mogu odbiti","accounts"
"acc_tag_309","309 - Obračun troškova kupnje","accounts"
"acc_tag_31","31 - SIROVINE I MATERIJAL NA ZALIHI","accounts"
"acc_tag_310","310 - Sirovine i materijal u skladištu","accounts"
"acc_tag_311","311 - Materijal u doradi, obradi i manipulaciji","accounts"
"acc_tag_312","312 - Materijal na doradi kod ortaka","accounts"
"acc_tag_313","313 - Zalihe materijala za poljoprivredu","accounts"
"acc_tag_318","318 - Odstupanje od cijene zaliha","accounts"
"acc_tag_319","319 - Vrijednosno usklađenje zaliha sirovina i materijala","accounts"
"acc_tag_32","32 - ZALIHE REZERVNIH DIJELOVA","accounts"
"acc_tag_320","320 - Rezervni dijelovi na zalihi","accounts"
"acc_tag_328","328 - Odstupanje od cijene dijelova na zalihi","accounts"
"acc_tag_329","329 - Vrijednosno usklađenje zaliha rezervnih dijelova","accounts"
"acc_tag_35","35 - ZALIHE SITNOG INVENTARA","accounts"
"acc_tag_350","350 - Sitan inventar na zalihi","accounts"
"acc_tag_351","351 - Ambalaža na zalihi (samo vlastita i višekratna, analitika prema vrstama)","accounts"
"acc_tag_352","352 - Autogume na zalihi","accounts"
"acc_tag_358","358 - Odstupanje od cijene","accounts"
"acc_tag_359","359 - Vrijednosno usklađenje zaliha","accounts"
"acc_tag_36","36 - ZALIHE SITNOG INVENTARA U UPORABI","accounts"
"acc_tag_360","360 - Sitan inventar u uporabi","accounts"
"acc_tag_361","361 - Ambalaža u uporabi","accounts"
"acc_tag_362","362 - Autogume u uporabi","accounts"
"acc_tag_363","363 - Otpis sitnog inventara","accounts"
"acc_tag_364","364 - Otpis ambalaže","accounts"
"acc_tag_365","365 - Otpis autoguma","accounts"
"acc_tag_369","369 - Vrijednosno usklađenje sitnog inventara, ambalaže i autoguma","accounts"
"acc_tag_37","37 - PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH DIJELOVA, SITNOG INVENTARA I AUTOGUMA","accounts"
"acc_tag_370","370 - Predujmovi dobavljačima materijala","accounts"
"acc_tag_371","371 - Predujmovi dobavljačima rezervnih dijelova","accounts"
"acc_tag_372","372 - Predujmovi dobavljačima sitnog inventara","accounts"
"acc_tag_373","373 - Predujmovi dani uvozniku za nabavu sirovina i materijala, dijelova i inventara","accounts"
"acc_tag_374","374 - Predujmovi inozemnim dobavljačima","accounts"
"acc_tag_379","379 - Vrijednosno usklađenje danih predujmova","accounts"
"acc_tag_4","4 - TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","accounts"
"acc_tag_40","40 - MATERIJALNI TROŠKOVI","accounts"
"acc_tag_400","400 - Troškovi sirovina i materijala (za proizvodnju dobara i usluga)","accounts"
"acc_tag_401","401 - Materijalni troškovi administracije, uprave i prodaje","accounts"
"acc_tag_402","402 - Troškovi istraživanja i razvoja","accounts"
"acc_tag_403","403 - Troškovi ambalaže","accounts"
"acc_tag_404","404 - Trošak sitnog inventara, ambalaže i autoguma","accounts"
"acc_tag_405","405 - Potrošeni rezervni dijelovi i materijal za održavanje","accounts"
"acc_tag_406","406 - Potrošena energija u proizvodnji dobara i usluga","accounts"
"acc_tag_407","407 - Potrošena energija u administraciji, upravi i prodaji","accounts"
"acc_tag_408","408 - Troškovi uzoraka","accounts"
"acc_tag_409","409 - Odstupanja od standardnog troška","accounts"
"acc_tag_41","41 - OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","accounts"
"acc_tag_410","410 - Troškovi telefona, prijevoza i sl.","accounts"
"acc_tag_411","411 - Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga","accounts"
"acc_tag_412","412 - Usluge održavanja i zaštite (servisne usluge)","accounts"
