"id","code","name"
"l10n_hr_nkd_2814","2814","Proizvodnja ostalih slavina i ventila"
"l10n_hr_nkd_2815","2815","Proizvodnja ležajeva, prijenosnika te prijenosnih i pogonskih elemenata"
"l10n_hr_nkd_2821","2821","Proizvodnja peći i plamenika"
"l10n_hr_nkd_2822","2822","Proizvodnja uređaja za dizanje i prenošenje"
"l10n_hr_nkd_2823","2823","Proizvodnja uredskih strojeva i opreme (osim proizvodnje računala i periferne opreme)"
"l10n_hr_nkd_2824","2824","Proizvodnja mehaniziranoga ručnog alata"
"l10n_hr_nkd_2825","2825","Proizvodnja rashladne i ventilacijske opreme, osim za kućanstvo"
"l10n_hr_nkd_2829","2829","Proizvodnja ostalih strojeva za opće namjene, d. n."
"l10n_hr_nkd_2830","2830","Proizvodnja strojeva za poljoprivredu i šumarstvo"
"l10n_hr_nkd_2841","2841","Proizvodnja strojeva za obradu metala"
"l10n_hr_nkd_2849","2849","Proizvodnja ostalih alatnih strojeva"
"l10n_hr_nkd_2891","2891","Proizvodnja strojeva za metalurgiju"
"l10n_hr_nkd_2892","2892","Proizvodnja strojeva za rudnike, kamenolome i građevinarstvo"
"l10n_hr_nkd_2893","2893","Proizvodnja strojeva za industriju hrane, pića i duhana"
"l10n_hr_nkd_2894","2894","Proizvodnja strojeva za industriju tekstila, odjeće i kože"
"l10n_hr_nkd_2895","2895","Proizvodnja strojeva za industriju papira i kartona"
"l10n_hr_nkd_2896","2896","Proizvodnja strojeva za plastiku i gumu"
"l10n_hr_nkd_2899","2899","Proizvodnja ostalih strojeva za posebne namjene, d. n."
"l10n_hr_nkd_2910","2910","Proizvodnja motornih vozila"
"l10n_hr_nkd_2920","2920","Proizvodnja karoserija za motorna vozila, prikolica i poluprikolica"
"l10n_hr_nkd_2931","2931","Proizvodnja električne i elektroničke opreme za motorna vozila "
"l10n_hr_nkd_2932","2932","Proizvodnja ostalih dijelova i pribora za motorna vozila "
"l10n_hr_nkd_3011","3011","Gradnja brodova i plutajućih objekata"
"l10n_hr_nkd_3012","3012","Gradnja čamaca za razonodu i sportskih čamaca"
"l10n_hr_nkd_3020","3020","Proizvodnja željezničkih lokomotiva i tračničkih vozila"
"l10n_hr_nkd_3030","3030","Proizvodnja zrakoplova i svemirskih letjelica te srodnih prijevoznih sredstava i opreme"
"l10n_hr_nkd_3040","3040","Proizvodnja vojnih borbenih vozila"
"l10n_hr_nkd_3091","3091","Proizvodnja motocikala"
"l10n_hr_nkd_3092","3092","Proizvodnja bicikala i invalidskih kolica"
"l10n_hr_nkd_3099","3099","Proizvodnja ostalih prijevoznih sredstava, d. n. "
"l10n_hr_nkd_3101","3101","Proizvodnja namještaja za poslovne i prodajne prostore"
"l10n_hr_nkd_3102","3102","Proizvodnja kuhinjskog namještaja"
"l10n_hr_nkd_3103","3103","Proizvodnja madraca"
"l10n_hr_nkd_3109","3109","Proizvodnja ostalog namještaja"
"l10n_hr_nkd_3211","3211","Proizvodnja novca"
"l10n_hr_nkd_3212","3212","Proizvodnja nakita i srodnih proizvoda"
"l10n_hr_nkd_3213","3213","Proizvodnja imitacije nakita (bižuterije) i srodnih proizvoda"
"l10n_hr_nkd_3220","3220","Proizvodnja glazbenih instrumenata"
"l10n_hr_nkd_3230","3230","Proizvodnja sportske opreme"
"l10n_hr_nkd_3240","3240","Proizvodnja igara i igračaka"
"l10n_hr_nkd_3250","3250","Proizvodnja medicinskih i stomatoloških instrumenata i pribora"
"l10n_hr_nkd_3291","3291","Proizvodnja metla i četaka"
"l10n_hr_nkd_3299","3299","Ostala prerađivačka industrija, d. n. "
"l10n_hr_nkd_3311","3311","Popravak proizvoda od metala"
"l10n_hr_nkd_3312","3312","Popravak strojeva"
"l10n_hr_nkd_3313","3313","Popravak elektroničke i optičke opreme"
"l10n_hr_nkd_3314","3314","Popravak električne opreme"
"l10n_hr_nkd_3315","3315","Popravak i održavanje brodova i čamaca"
"l10n_hr_nkd_3316","3316","Popravak i održavanje zrakoplova i svemirskih letjelica"
"l10n_hr_nkd_3317","3317","Popravak i održavanje ostalih prijevoznih sredstava"
"l10n_hr_nkd_3319","3319","Popravak ostale opreme"
"l10n_hr_nkd_3320","3320","Instaliranje industrijskih strojeva i opreme"
"l10n_hr_nkd_3511","3511","Proizvodnja električne energije"
"l10n_hr_nkd_3512","3512","Prijenos električne energije"
"l10n_hr_nkd_3513","3513","Distribucija električne energije"
"l10n_hr_nkd_3514","3514","Trgovina električnom energijom"
"l10n_hr_nkd_3521","3521","Proizvodnja plina"
"l10n_hr_nkd_3522","3522","Distribucija plinovitih goriva distribucijskom mrežom"
"l10n_hr_nkd_3523","3523","Trgovina plinom distribucijskom mrežom"
"l10n_hr_nkd_3530","3530","Opskrba parom i klimatizacija"
"l10n_hr_nkd_3600","3600","Skupljanje, pročišćavanje i opskrba vodom"
"l10n_hr_nkd_3700","3700","Uklanjanje otpadnih voda"
"l10n_hr_nkd_3811","3811","Skupljanje neopasnog otpada"
"l10n_hr_nkd_3812","3812","Skupljanje opasnog otpada"
"l10n_hr_nkd_3821","3821","Obrada i zbrinjavanje neopasnog otpada"
"l10n_hr_nkd_3822","3822","Obrada i zbrinjavanje opasnog otpada"
"l10n_hr_nkd_3831","3831","Rastavljanje olupina"
"l10n_hr_nkd_3832","3832","Oporaba posebno izdvojenih materijala"
"l10n_hr_nkd_3900","3900","Djelatnosti sanacije okoliša te ostale djelatnosti gospodarenja otpadom"
"l10n_hr_nkd_4110","4110","Organizacija izvedbe projekata za zgrade"
"l10n_hr_nkd_4120","4120","Gradnja stambenih i nestambenih zgrada"
"l10n_hr_nkd_4211","4211","Gradnja cesta i autocesta"
"l10n_hr_nkd_4212","4212","Gradnja željezničkih pruga i podzemnih željeznica"
"l10n_hr_nkd_4213","4213","Gradnja mostova i tunela"
"l10n_hr_nkd_4221","4221","Gradnja cjevovoda za tekućine i plinove"
"l10n_hr_nkd_4222","4222","Gradnja vodova za električnu struju i telekomunikacije"
"l10n_hr_nkd_4291","4291","Gradnja vodnih građevina"
"l10n_hr_nkd_4299","4299","Gradnja ostalih građevina niskogradnje, d. n."
"l10n_hr_nkd_4311","4311","Uklanjanje građevina"
"l10n_hr_nkd_4312","4312","Pripremni radovi na gradilištu"
"l10n_hr_nkd_4313","4313","Pokusno bušenje i sondiranje terena za gradnju"
"l10n_hr_nkd_4321","4321","Elektroinstalacijski radovi"
"l10n_hr_nkd_4322","4322","Uvođenje instalacija vodovoda, kanalizacije i plina i instalacija za grijanje i klimatizaciju "
"l10n_hr_nkd_4329","4329","Ostali građevinski instalacijski radovi"
"l10n_hr_nkd_4331","4331","Fasadni i štukaturski radovi"
"l10n_hr_nkd_4332","4332","Ugradnja stolarije"
"l10n_hr_nkd_4333","4333","Postavljanje podnih i zidnih obloga"
"l10n_hr_nkd_4334","4334","Soboslikarski i staklarski radovi"
"l10n_hr_nkd_4339","4339","Ostali završni građevinski radovi"
"l10n_hr_nkd_4391","4391","Radovi na krovištu"
"l10n_hr_nkd_4399","4399","Ostale specijalizirane građevinske djelatnosti, d. n."
"l10n_hr_nkd_4511","4511","Trgovina automobilima i motornim vozilima lake kategorije "
"l10n_hr_nkd_4519","4519","Trgovina ostalim motornim vozilima"
"l10n_hr_nkd_4520","4520","Održavanje i popravak motornih vozila"
"l10n_hr_nkd_4531","4531","Trgovina na veliko dijelovima i priborom za motorna vozila "
"l10n_hr_nkd_4532","4532","Trgovina na malo dijelovima i priborom za motorna vozila"
"l10n_hr_nkd_4540","4540","Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak motocikala"
"l10n_hr_nkd_4611","4611","Posredovanje u trgovini poljoprivrednim sirovinama, živom stokom, tekstilnim sirovinama i poluproizvodima"
"l10n_hr_nkd_4612","4612","Posredovanje u trgovini gorivima, rudama, metalima i industrijskim kemijskim proizvodima"
"l10n_hr_nkd_4613","4613","Posredovanje u trgovini drvom i građevinskim materijalom"
"l10n_hr_nkd_4614","4614","Posredovanje u trgovini strojevima, industrijskom opremom, brodovima i zrakoplovima"
"l10n_hr_nkd_4615","4615","Posredovanje u trgovini namještajem, proizvodima za kućanstvo i željeznom robom"
"l10n_hr_nkd_4616","4616","Posredovanje u trgovini tekstilom, odjećom, krznom, obućom i kožnim proizvodima"
"l10n_hr_nkd_4617","4617","Posredovanje u trgovini hranom, pićima i duhanom"
"l10n_hr_nkd_4618","4618","Posredovanje u trgovini specijaliziranoj za određene proizvode"
"l10n_hr_nkd_4619","4619","Posredovanje u trgovini raznovrsnim proizvodima"
"l10n_hr_nkd_4621","4621","Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stočnom hranom"
"l10n_hr_nkd_4622","4622","Trgovina na veliko cvijećem i sadnicama"
"l10n_hr_nkd_4623","4623","Trgovina na veliko živom stokom"
"l10n_hr_nkd_4624","4624","Trgovina na veliko sirovim i štavljenim kožama"
"l10n_hr_nkd_4631","4631","Trgovina na veliko voćem i povrćem"
"l10n_hr_nkd_4632","4632","Trgovina na veliko mesom i mesnim proizvodima"
"l10n_hr_nkd_4633","4633","Trgovina na veliko mlijekom, mliječnim proizvodima, jajima, jestivim uljima i mastima"
"l10n_hr_nkd_4634","4634","Trgovina na veliko pićima"
"l10n_hr_nkd_4635","4635","Trgovina na veliko duhanskim proizvodima"
"l10n_hr_nkd_4636","4636","Trgovina na veliko šećerom, čokoladom i bombonima"
"l10n_hr_nkd_4637","4637","Trgovina na veliko kavom, čajem, kakaom i začinima"
